timestamp,total_combinations,scored_combinations,rejected_combinations,average_score,average_svi_score,max_score,min_score,sources,perfil_svi,threshold,arima_score
2025-08-10 12:31:32.129181,5,5,0,5.388,0.5,5.956,4.855,Counter({'transformer_fallback': 5}),moderado,0.7,1.0
