combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[6, 9, 13, 21, 24, 28]",3.614401998649535,0.5,montecarlo,101,3,22,1,"{np.int64(0): 2, np.int64(1): 1, np.int64(2): 3}",1,0.797979797979798,0.87,0.0,0.032,0.5713164843838177
"[7, 9, 18, 19, 23, 34]",3.8356665250904496,0.5,montecarlo,110,2,27,0,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",3,0.8448484848484848,0.87,0.0,0.032,0.5713164843838177
"[1, 18, 22, 28, 30, 31]",3.6444659416499996,0.5,montecarlo,130,4,30,1,"{np.int64(0): 1, np.int64(1): 1, np.int64(2): 3, np.int64(3): 1}",1,0.8448484848484848,0.87,0.0,0.064,0.5713164843838177
"[9, 13, 18, 24, 25, 27]",2.9646247170770064,0.5,montecarlo,116,2,18,2,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 3}",1,0.7858585858585858,0.87,0.0,0.0,0.5713164843838177
"[1, 5, 18, 20, 25, 29]",3.2842826380506898,0.5,montecarlo,98,2,28,1,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",2,0.8226262626262626,0.87,0.0,0.0,0.5713164843838177
"[4, 10, 13, 20, 26, 29]",3.7137602832448176,0.5,montecarlo,102,4,25,2,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 2}",2,0.8492929292929293,0.83,0.0,0.0,0.5713164843838177
"[3, 16, 18, 20, 25, 31]",3.7232060491199634,0.5,montecarlo,113,3,28,0,"{np.int64(0): 1, np.int64(1): 3, np.int64(2): 1, np.int64(3): 1}",2,0.8141414141414142,0.87,0.0,0.032,0.5713164843838177
"[8, 16, 19, 25, 26, 35]",3.626183814149717,0.5,montecarlo,129,3,27,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 2, np.int64(3): 1}",1,0.8448484848484848,0.87,0.0,0.032,0.5713164843838177
"[9, 15, 21, 23, 26, 32]",3.625879112024712,0.5,montecarlo,126,2,23,0,"{np.int64(0): 1, np.int64(1): 1, np.int64(2): 3, np.int64(3): 1}",1,0.8436363636363636,0.87,0.0,0.032,0.5713164843838177
"[1, 13, 14, 15, 17, 24]",2.791604693761836,0.5,montecarlo,84,2,23,2,"{np.int64(0): 1, np.int64(1): 4, np.int64(2): 1}",2,0.8581818181818182,0.87,0.0,0.032,0.5713164843838177
"[4, 9, 13, 18, 26, 37]",3.719752758369911,0.5,montecarlo,107,3,33,1,"{np.int64(0): 2, np.int64(1): 2, np.int64(2): 1, np.int64(3): 1}",2,0.8004040404040405,0.87,0.0,0.032,0.5713164843838177
"[3, 21, 25, 28, 38, 40]",3.200870431330653,0.5,montecarlo,155,3,37,1,"{np.int64(0): 1, np.int64(2): 3, np.int64(3): 2}",1,0.8347474747474748,0.83,0.0,0.032,0.5713164843838177
"[4, 15, 19, 21, 22, 25]",2.9745783198271596,0.5,montecarlo,106,2,21,0,"{np.int64(0): 1, np.int64(1): 2, np.int64(2): 3}",1,0.8254545454545454,0.87,0.0,0.0,0.5713164843838177
"[13, 16, 21, 25, 28, 34]",2.981383333952265,0.5,montecarlo,137,3,21,1,"{np.int64(1): 2, np.int64(2): 3, np.int64(3): 1}",1,0.7797979797979798,0.87,0.0,0.032,0.5713164843838177
"[1, 6, 7, 16, 28, 37]",3.1851274882054095,0.5,montecarlo,95,3,36,1,"{np.int64(0): 3, np.int64(1): 1, np.int64(2): 1, np.int64(3): 1}",2,0.850909090909091,0.87,0.0,0.064,0.5713164843838177
