combination,score,svi_score,source,sum_total,even_count,diff_sum,repeats,decades,primes,diversity,filter_reasons,core_bonus,rare_bonus,arima_score
"[6, 9, 13, 21, 24, 28]",3.616834269998255,0.5,montecarlo,101,3,22,1,"{0: 2, 1: 1, 2: 3}",1,0.8076555023923445,0.87,0.0,0.032,0.5713164843838174
"[7, 9, 18, 19, 23, 34]",3.8356184142286054,0.5,montecarlo,110,2,27,0,"{0: 2, 1: 2, 2: 1, 3: 1}",3,0.8446570972886762,0.87,0.0,0.032,0.5713164843838174
"[1, 18, 22, 28, 30, 31]",3.648827993123749,0.5,montecarlo,130,4,30,1,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.8622009569377991,0.87,0.0,0.064,0.5713164843838174
"[9, 13, 18, 24, 25, 27]",2.965052369182275,0.5,montecarlo,116,2,18,2,"{0: 1, 1: 2, 2: 3}",1,0.7875598086124401,0.87,0.0,0.0,0.5713164843838174
"[1, 5, 18, 20, 25, 29]",3.2854105704783376,0.5,montecarlo,98,2,28,1,"{0: 2, 1: 2, 2: 2}",2,0.8271132376395534,0.87,0.0,0.0,0.5713164843838174
"[4, 10, 13, 20, 26, 29]",3.7100691110112067,0.5,montecarlo,102,4,25,2,"{0: 2, 1: 2, 2: 2}",2,0.8346092503987241,0.83,0.0,0.0,0.5713164843838174
"[3, 16, 18, 20, 25, 31]",3.7294337329029537,0.5,montecarlo,113,3,28,0,"{0: 1, 1: 3, 2: 1, 3: 1}",2,0.838915470494418,0.87,0.0,0.032,0.5713164843838174
"[8, 16, 19, 25, 26, 35]",3.630545865623467,0.5,montecarlo,129,3,27,0,"{0: 1, 1: 2, 2: 2, 3: 1}",1,0.8622009569377991,0.87,0.0,0.032,0.5713164843838174
"[9, 15, 21, 23, 26, 32]",3.62789976822211,0.5,montecarlo,126,2,23,0,"{0: 1, 1: 1, 2: 3, 3: 1}",1,0.8516746411483254,0.87,0.0,0.032,0.5713164843838174
"[1, 13, 14, 15, 17, 24]",2.7942989020250346,0.5,montecarlo,84,2,23,2,"{0: 1, 1: 4, 2: 1}",2,0.8688995215311005,0.87,0.0,0.032,0.5713164843838174
"[4, 9, 13, 18, 26, 37]",3.7208539625409784,0.5,montecarlo,107,3,33,1,"{0: 2, 1: 2, 2: 1, 3: 1}",2,0.8047846889952153,0.87,0.0,0.032,0.5713164843838174
"[3, 21, 25, 28, 38, 40]",3.204564276389919,0.5,montecarlo,155,3,37,1,"{0: 1, 2: 3, 3: 2}",1,0.8494417862838916,0.83,0.0,0.032,0.5713164843838174
"[4, 15, 19, 21, 22, 25]",2.9787639648074866,0.5,montecarlo,106,2,21,0,"{0: 1, 1: 2, 2: 3}",1,0.8421052631578947,0.87,0.0,0.0,0.5713164843838174
"[13, 16, 21, 25, 28, 34]",2.9753274746758547,0.5,montecarlo,137,3,21,1,"{1: 2, 2: 3, 3: 1}",1,0.7557074504442925,0.87,0.0,0.032,0.5713164843838174
"[1, 6, 7, 16, 28, 37]",3.18740473566597,0.5,montecarlo,95,3,36,1,"{0: 3, 1: 1, 2: 1, 3: 1}",2,0.8599681020733653,0.87,0.0,0.064,0.5713164843838174
"[13, 21, 23, 27, 29, 34]",2.816830822321435,0.5,montecarlo,147,1,21,2,"{1: 1, 2: 4, 3: 1}",3,0.7918660287081339,0.87,0.0,0.032,0.5713164843838174
"[4, 13, 25, 26, 27, 29]",3.3210527006269137,0.5,montecarlo,124,2,25,2,"{0: 1, 1: 1, 2: 4}",2,0.7870813397129186,0.87,0.0,0.0,0.5713164843838174
"[1, 18, 23, 27, 29, 34]",3.7237005218666805,0.5,montecarlo,132,2,33,2,"{0: 1, 1: 1, 2: 3, 3: 1}",2,0.8161084529505582,0.87,0.0,0.032,0.5713164843838174
"[13, 16, 21, 28, 34, 37]",3.733775165435915,0.5,montecarlo,149,3,24,1,"{1: 2, 2: 2, 3: 2}",2,0.7834586466165414,0.87,0.0,0.064,0.5713164843838174
